,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
9201,710161083,Attrited Customer,62,F,0,Uneducated,Single,Less than $40K,Blue,36,6,3,3,5780.0,0,5780.0,0.394,6613,40,0.429,0.0
9209,715799808,Attrited Customer,52,M,0,High School,Single,$60K - $80K,Blue,39,4,3,2,3764.0,0,3764.0,0.776,6574,69,0.865,0.0
9211,711838008,Attrited Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,28,2,3,2,6407.0,478,5929.0,1.022,9322,77,0.833,0.075
9212,711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822.0,0,5822.0,0.655,3240,38,0.652,0.0
9218,708369633,Attrited Customer,34,F,3,Graduate,Married,Less than $40K,Gold,36,6,3,2,15487.0,1847,13640.0,0.943,7031,67,0.811,0.119
9221,714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,0.876,8045,71,0.868,0.066
9223,719593608,Attrited Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,1,33870.0,0,33870.0,0.872,7661,61,0.525,0.0
9224,715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +,Blue,38,6,2,1,34516.0,397,34119.0,0.914,7454,81,0.841,0.012
9226,714941358,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,6,4005.0,0,4005.0,0.896,7022,75,0.667,0.0
9227,716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K,Blue,50,1,4,2,29239.0,0,29239.0,1.057,8169,65,0.585,0.0
9228,718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K,Silver,29,2,3,6,34516.0,0,34516.0,0.434,3526,53,0.828,0.0
9230,715630983,Attrited Customer,31,F,0,Graduate,Single,Less than $40K,Blue,21,4,2,3,4598.0,0,4598.0,0.439,6317,77,0.833,0.0
9231,712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K,Silver,42,6,4,2,34516.0,230,34286.0,1.004,8629,65,0.548,0.007
9232,716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K,Blue,34,2,3,3,3435.0,2517,918.0,0.332,5567,51,0.545,0.733
9240,717529233,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3,2,3319.0,0,3319.0,0.262,4840,44,0.375,0.0
9244,711794358,Attrited Customer,61,M,0,College,Single,$80K - $120K,Blue,50,2,4,3,21398.0,0,21398.0,0.695,3119,53,0.767,0.0
9245,719683158,Attrited Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48,2,4,2,4746.0,0,4746.0,0.862,7154,66,1.062,0.0
9250,716260833,Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,36,6,3,5,4668.0,2517,2151.0,1.062,8331,63,0.853,0.539
9266,719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36,4,3,6,4541.0,0,4541.0,0.976,7996,80,0.778,0.0
9268,718045008,Attrited Customer,31,M,0,Post-Graduate,Married,Less than $40K,Blue,21,1,2,2,3768.0,0,3768.0,0.799,6639,71,1.152,0.0
9277,811076883,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,3,7979.0,0,7979.0,0.465,5056,63,0.853,0.0
9280,716863458,Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016
9281,766821033,Attrited Customer,61,M,0,Unknown,Single,$120K +,Blue,46,6,3,3,4650.0,1162,3488.0,0.82,7976,74,1.056,0.25
9285,714615258,Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819.0,2134,2685.0,0.834,9330,64,0.882,0.443
9299,710455608,Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,2,3,2,4620.0,0,4620.0,0.654,6644,61,0.694,0.0
9302,713514633,Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,50,2,4,2,6224.0,0,6224.0,0.801,8291,69,1.029,0.0
9307,717571683,Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Gold,34,2,3,3,23981.0,0,23981.0,0.196,4536,61,0.605,0.0
9313,712021233,Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,15,5,1,3,23399.0,0,23399.0,1.051,9356,74,0.85,0.0
9321,712916958,Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,12494.0,0,12494.0,0.576,7026,69,0.917,0.0
9322,716124408,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22,2,2,3,34516.0,1692,32824.0,0.983,7486,64,0.73,0.049
9327,800758233,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,4109.0,0,4109.0,0.949,8642,77,0.481,0.0
9333,821241708,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,4,1,7953.0,0,7953.0,1.031,8670,74,0.574,0.0
9334,716987358,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,2,1,3,8022.0,0,8022.0,0.381,5660,59,0.735,0.0
9337,709259958,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,5541.0,2517,3024.0,0.879,9195,73,0.825,0.454
9346,709213458,Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,22993.0,0,22993.0,1.004,7867,75,0.786,0.0
9356,718252533,Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,4203.0,996,3207.0,0.705,7292,68,0.7,0.237
9358,717898758,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,45,6,3,3,12207.0,0,12207.0,0.319,5838,74,1.056,0.0
9363,770220558,Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,51,1,6,1,5859.0,0,5859.0,0.914,8004,82,0.708,0.0
9369,708662583,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0
9375,708152358,Attrited Customer,54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,1,3,2,18512.0,1664,16848.0,0.889,8019,57,0.583,0.09
9382,709075533,Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,12094.0,0,12094.0,0.995,8607,90,0.957,0.0
9388,714361083,Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,36,4,2,3,5989.0,0,5989.0,0.311,5843,60,0.176,0.0
9389,714608583,Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,36,2,3,2,5287.0,0,5287.0,0.841,8392,69,0.683,0.0
9400,709928358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,20,1,2,2,32554.0,0,32554.0,0.872,8528,87,1.122,0.0
9408,712265508,Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,1,1,3,4015.0,0,4015.0,1.045,8363,65,0.806,0.0
9409,715051608,Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719.0,2517,7202.0,0.906,9183,51,0.7,0.259
9415,717439983,Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,28,1,3,3,14774.0,2517,12257.0,0.979,8293,63,0.703,0.17
9416,714391683,Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,36,4,3,2,34516.0,2517,31999.0,0.841,8248,66,0.65,0.073
9418,708841233,Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,33,2,3,3,14682.0,2517,12165.0,1.041,8193,72,0.846,0.171
9432,713632983,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,2,3,2,10588.0,503,10085.0,0.918,7886,70,0.75,0.048
9435,719612583,Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,4,1,12091.0,0,12091.0,0.898,8127,74,0.805,0.0
9444,718333983,Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,36,2,2,3,13694.0,2219,11475.0,1.078,9040,63,0.8,0.162
9450,717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,9463.0,764,8699.0,0.994,7106,61,0.906,0.081
9457,708805908,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017.0,726,9291.0,0.924,9299,68,0.619,0.072
9458,710155158,Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,1,2,31832.0,518,31314.0,0.972,10201,59,0.788,0.016
9461,720353808,Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,21,1,2,3,34516.0,0,34516.0,0.794,9177,50,1.083,0.0
9464,717047583,Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,2,3,2,4779.0,2517,2262.0,0.929,8912,63,0.658,0.527
9471,712895733,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1.077,0.017
9474,754443033,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013
9482,720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,0.843,7672,66,0.737,0.0
9483,709823733,Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,5508.0,0,5508.0,0.89,7507,78,0.733,0.0
9492,710162133,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,36,1,3,6,4725.0,1253,3472.0,1.008,9134,77,0.974,0.265
9493,710878308,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,1,2,3,3699.0,913,2786.0,0.866,7297,71,0.69,0.247
9513,713390433,Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516.0,2517,31999.0,0.579,6782,67,0.763,0.073
9526,712010358,Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,36,2,3,2,3999.0,0,3999.0,0.938,7567,76,0.652,0.0
9530,711432258,Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,46,2,4,2,4178.0,0,4178.0,0.882,7914,54,0.862,0.0
9533,714294183,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,0.308,0.014
9540,708301683,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798.0,1059,19739.0,1.049,8038,90,0.837,0.051
9545,720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9943.0,2138,7805.0,0.949,8325,54,1.0,0.215
9551,719767683,Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,39,2,3,3,16983.0,0,16983.0,1.061,8526,79,0.837,0.0
9552,715321008,Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,36,6,3,3,34516.0,2517,31999.0,1.052,7866,63,0.75,0.073
9557,780042633,Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.641,0.0
9558,713269533,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,1,3,1,9959.0,2517,7442.0,0.884,8847,85,0.771,0.253
9561,789684258,Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,2,3,3,34516.0,1847,32669.0,0.557,7842,61,0.794,0.054
9564,761079783,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,33,5,3,6,5500.0,442,5058.0,0.609,7720,67,0.558,0.08
9565,787518258,Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,2,3,3,8549.0,0,8549.0,1.023,9192,77,0.791,0.0
9566,717631908,Attrited Customer,56,M,2,Unknown,Married,Less than $40K,Blue,44,5,3,1,4390.0,0,4390.0,1.005,8454,69,0.769,0.0
9567,769396158,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,43,2,2,3,24884.0,0,24884.0,0.072,5107,53,0.293,0.0
9569,716717733,Attrited Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,47,2,5,4,4841.0,859,3982.0,1.003,8918,87,0.977,0.177
9570,709383933,Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18,2,1,3,4246.0,2517,1729.0,0.951,8102,66,0.886,0.593
9576,715113933,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,2,3,2,11077.0,573,10504.0,0.973,8165,87,0.776,0.052
9578,715714458,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,2,3,3,4446.0,0,4446.0,0.963,8753,76,0.949,0.0
9597,715076358,Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,3,3,23714.0,0,23714.0,0.981,8463,62,0.824,0.0
9599,769667583,Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,2,3,2,3744.0,0,3744.0,0.796,8202,69,0.769,0.0
9602,715645908,Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,48,5,2,6,34516.0,0,34516.0,0.969,8480,71,0.821,0.0
9612,778643733,Attrited Customer,48,F,1,Uneducated,Single,$40K - $60K,Gold,28,3,2,1,23981.0,1454,22527.0,0.925,9140,64,0.684,0.061
9619,710980383,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0
9623,709971708,Attrited Customer,51,F,1,High School,Single,Unknown,Blue,41,3,3,2,9701.0,0,9701.0,1.024,9404,62,0.824,0.0
9625,710153583,Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,13,3,1,3,6075.0,0,6075.0,0.923,9242,63,0.909,0.0
9627,720565458,Attrited Customer,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,0.806,0.0
9628,715496058,Attrited Customer,41,F,4,Uneducated,Single,Less than $40K,Gold,36,3,3,3,15987.0,0,15987.0,0.598,7832,73,0.78,0.0
9632,716238483,Attrited Customer,59,M,0,College,Married,$80K - $120K,Blue,50,3,2,3,12918.0,2352,10566.0,1.008,9138,76,0.9,0.182
9633,718297683,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4085.0,0,4085.0,0.787,7597,71,0.69,0.0
9639,719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855.0,0,5855.0,0.962,9202,80,0.86,0.0
9641,779333883,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,3,7428.0,0,7428.0,0.873,8078,62,0.722,0.0
9655,826245858,Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,40,3,4,6,34516.0,0,34516.0,0.801,7661,79,1.079,0.0
9659,789817833,Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,3,2,9073.0,2466,6607.0,0.446,6793,60,1.069,0.272
9665,757291008,Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008
9668,708963258,Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,39,3,3,2,13344.0,1907,11437.0,0.832,8534,86,0.83,0.143
9669,711746133,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,37,4,3,2,32563.0,0,32563.0,1.013,9220,81,0.884,0.0
9672,708496833,Attrited Customer,60,M,1,High School,Single,Less than $40K,Blue,50,4,4,5,4613.0,0,4613.0,0.978,8970,78,1.294,0.0
9680,710895708,Attrited Customer,35,F,0,Doctorate,Married,Less than $40K,Blue,27,2,3,2,3876.0,0,3876.0,0.848,7712,73,0.825,0.0
9683,719859033,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,2,3264.0,0,3264.0,0.549,6439,63,0.75,0.0
9687,710155983,Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826.0,0,4826.0,0.954,8585,62,1.0,0.0
9688,779571708,Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0
9693,713318733,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24,3,2,3,4097.0,0,4097.0,0.836,8376,64,0.684,0.0
9694,709611183,Attrited Customer,41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3,3952.0,0,3952.0,1.002,8241,82,0.952,0.0
9695,712441308,Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,25,2,2,3,29295.0,0,29295.0,1.411,9865,65,0.711,0.0
9698,711684408,Attrited Customer,50,F,0,Graduate,Married,Less than $40K,Blue,38,2,3,1,4935.0,1574,3361.0,1.01,8527,84,0.5,0.319
9700,715825458,Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12933.0,2239,10694.0,0.445,6564,56,0.514,0.173
9708,711161133,Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3,6071.0,0,6071.0,0.912,9338,59,0.903,0.0
9717,717457008,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,9267.0,0,9267.0,0.866,7991,90,1.093,0.0
9724,712841883,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,3,2,34516.0,2517,31999.0,0.735,7155,66,0.65,0.073
9725,719582058,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,2,3,24001.0,1629,22372.0,0.965,9102,75,0.974,0.068
9733,711096633,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,0.843,0.0
9739,708197358,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009
9740,757247808,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230.0,2517,2713.0,0.937,9495,61,0.605,0.481
9747,710170758,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469.0,2331,2138.0,1.006,8314,67,0.763,0.522
9752,780511683,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053
9754,719847108,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,0.809,8124,73,1.028,0.298
9756,708385533,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0
9758,719379858,Attrited Customer,39,M,1,Graduate,Married,$80K - $120K,Blue,36,2,2,3,24239.0,0,24239.0,0.94,8549,73,0.78,0.0
9759,709657533,Attrited Customer,44,M,3,High School,Unknown,$120K +,Blue,36,2,3,2,7793.0,2270,5523.0,0.945,8260,54,0.5,0.291
9767,712487883,Attrited Customer,54,M,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0
9769,708340758,Attrited Customer,41,M,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,0.943,8109,74,0.762,0.0
9776,718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022
9777,720827133,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074
9782,708948483,Attrited Customer,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022
9784,716721483,Attrited Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,0.895,0.14
9787,710527533,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0
9788,709996833,Attrited Customer,31,M,1,Post-Graduate,Single,Less than $40K,Silver,36,6,3,5,12359.0,0,12359.0,0.843,7528,70,0.628,0.0
9793,714022833,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977,58,0.487,0.0
9795,710178558,Attrited Customer,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516.0,2517,31999.0,0.956,9314,89,0.978,0.073
9796,768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0
9797,711156858,Attrited Customer,48,F,5,High School,Single,Less than $40K,Blue,40,1,4,3,8297.0,2517,5780.0,0.899,9819,74,0.682,0.303
9800,710306358,Attrited Customer,38,M,1,Unknown,Married,$40K - $60K,Blue,18,1,1,2,9664.0,1983,7681.0,0.873,7995,56,0.806,0.205
9805,779055033,Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,24,1,2,2,8256.0,2416,5840.0,0.696,8104,64,0.73,0.293
9808,714145233,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012
9809,719547033,Attrited Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,31,1,3,6,23502.0,0,23502.0,0.839,7957,60,0.875,0.0
9811,789432033,Attrited Customer,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065.0,230,3835.0,0.779,7844,64,0.73,0.057
9817,708319908,Attrited Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4116.0,1473,2643.0,1.023,8667,70,0.892,0.358
9822,714820158,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11
9823,713347608,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917.0,0,4917.0,0.972,9442,69,0.917,0.0
9833,718080558,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,4720.0,0,4720.0,0.978,8798,67,0.675,0.0
9837,713880633,Attrited Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,43,2,2,3,5905.0,0,5905.0,0.797,8883,83,0.729,0.0
9846,758753283,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516.0,550,33966.0,0.674,7341,71,0.732,0.016
9848,773172483,Attrited Customer,30,M,0,Graduate,Married,$40K - $60K,Blue,23,6,2,4,4063.0,0,4063.0,0.776,7463,70,0.707,0.0
9850,710639658,Attrited Customer,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744.0,829,16915.0,0.851,9658,78,0.773,0.047
9854,712941483,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3,3,3735.0,0,3735.0,0.762,6826,61,0.848,0.0
9856,714757083,Attrited Customer,44,M,4,Uneducated,Married,$60K - $80K,Silver,37,1,2,2,29076.0,0,29076.0,0.77,8765,84,1.211,0.0
9859,714136233,Attrited Customer,53,M,4,Graduate,Married,$120K +,Blue,38,5,2,3,34516.0,0,34516.0,0.854,8417,72,0.714,0.0
9860,778888083,Attrited Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,26,6,2,4,4307.0,0,4307.0,0.743,8697,62,0.59,0.0
9868,718665033,Attrited Customer,44,M,5,Doctorate,Single,$60K - $80K,Silver,36,2,3,4,34140.0,0,34140.0,0.877,8177,76,0.52,0.0
9869,771561183,Attrited Customer,42,F,4,Graduate,Single,$40K - $60K,Blue,30,6,3,3,13753.0,2517,11236.0,0.652,7464,66,0.692,0.183
9877,712036383,Attrited Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,6,3,3,18418.0,0,18418.0,0.918,9980,68,0.744,0.0
9883,715671183,Attrited Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,3,4,6824.0,2517,4307.0,0.972,9045,67,0.595,0.369
9889,708821733,Attrited Customer,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713.0,531,19182.0,0.792,8301,70,0.591,0.027
9897,710751033,Attrited Customer,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,1,3,4829.0,0,4829.0,0.836,8286,65,0.857,0.0
9898,710679933,Attrited Customer,59,M,1,Graduate,Single,$80K - $120K,Blue,54,2,5,4,15633.0,0,15633.0,0.984,8660,58,0.758,0.0
9906,717174558,Attrited Customer,57,F,1,Uneducated,Single,Less than $40K,Blue,46,2,3,3,9129.0,0,9129.0,0.733,7733,81,0.884,0.0
9907,714543633,Attrited Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,1,2,5,7500.0,0,7500.0,0.576,8024,78,0.696,0.0
9916,713668158,Attrited Customer,31,F,1,Uneducated,Single,Unknown,Blue,36,2,3,3,21067.0,0,21067.0,0.995,9212,71,0.821,0.0
9917,709249083,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,20,4,2,4,4283.0,0,4283.0,0.878,8672,64,1.207,0.0
9921,713399583,Attrited Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865.0,2097,27768.0,0.902,8636,74,0.947,0.07
9926,709608708,Attrited Customer,29,M,1,Graduate,Married,$60K - $80K,Blue,17,5,1,4,6500.0,2517,3983.0,0.915,9451,79,0.646,0.387
9936,709977933,Attrited Customer,52,M,5,Uneducated,Married,$80K - $120K,Blue,44,2,3,4,9959.0,199,9760.0,1.003,8517,60,0.5,0.02
9942,710590683,Attrited Customer,33,M,2,Unknown,Married,$120K +,Blue,36,3,3,5,16127.0,0,16127.0,0.769,7729,82,1.0,0.0
9943,710081208,Attrited Customer,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935.0,0,4935.0,0.713,7886,64,0.882,0.0
9946,711460458,Attrited Customer,44,M,1,Uneducated,Married,$40K - $60K,Blue,34,5,2,3,10973.0,0,10973.0,0.792,10583,75,0.786,0.0
9948,710047533,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,0.978,8614,63,0.75,0.064
9949,716708583,Attrited Customer,54,M,4,Graduate,Married,$120K +,Blue,36,2,3,5,7684.0,0,7684.0,0.61,7667,68,0.789,0.0
9950,712766208,Attrited Customer,45,M,5,Uneducated,Single,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,0.732,8603,84,0.615,0.0
9951,715150983,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,34,2,3,3,26021.0,0,26021.0,1.04,8898,60,0.538,0.0
9954,714879483,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,31,1,3,3,3929.0,542,3387.0,0.811,7773,64,0.73,0.138
9959,714919308,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,8135.0,0,8135.0,0.841,8620,67,0.971,0.0
9963,717774333,Attrited Customer,48,M,3,High School,Married,$60K - $80K,Blue,36,1,2,5,8431.0,0,8431.0,0.222,5189,57,0.357,0.0
9968,759584958,Attrited Customer,51,F,1,Graduate,Married,Unknown,Silver,44,4,2,4,33004.0,2418,30586.0,0.923,10156,72,0.946,0.073
